35.308757,-80.744795
35.308757,-80.744793
35.308745,-80.74477
35.308742,-80.74475
35.308737,-80.744728
35.308727,-80.744707
35.30872,-80.74469
35.308713,-80.744675
35.308705,-80.744658
35.308695,-80.744637
35.308682,-80.74462
35.308675,-80.744595
35.308673,-80.74456
35.308665,-80.744533
35.308657,-80.74451
35.308648,-80.744492
35.30864,-80.744478
35.308638,-80.74444
35.308628,-80.744418
35.308618,-80.744395
35.30861,-80.744367
35.308607,-80.74434
35.308602,-80.744313
35.308592,-80.74429
35.308578,-80.744267
35.30857,-80.744242
35.308557,-80.744223
35.30855,-80.744197
35.308543,-80.744167
35.308527,-80.744137
35.308515,-80.74412
35.308508,-80.744105
35.308497,-80.74409
35.308487,-80.744077
35.308477,-80.744052
35.308462,-80.744025
35.308443,-80.744
35.308427,-80.743979
35.308413,-80.743963
35.308405,-80.743943
35.308402,-80.743922
35.308398,-80.743903
35.3084,-80.743877
35.308397,-80.743865
35.3084,-80.743853
35.308398,-80.743837
35.308395,-80.743822
35.308392,-80.743802
35.30838,-80.743785
35.308367,-80.743758
35.308357,-80.743712
35.308352,-80.743682
35.308347,-80.743657
35.308342,-80.743628
35.30835,-80.743573
35.308353,-80.743508
35.308355,-80.743548
35.308357,-80.743482
35.308358,-80.743463
35.308362,-80.74344
35.308367,-80.743427
35.308375,-80.743412
35.308382,-80.743398
