-0.18 0.36 -0.14 Quat Yaw: 139.52 Yaw: 139.44
0.21 -1.19 1.91 Quat Yaw: 139.38 Yaw: 139.25
-0.18 -1.48 1.42 Quat Yaw: 138.03 Yaw: 137.75
-0.32 -1.06 -0.45 Quat Yaw: 135.60 Yaw: 135.56
-0.46 -0.45 -2.01 Quat Yaw: 133.61 Yaw: 133.56
-0.45 -0.30 -1.26 Quat Yaw: 132.52 Yaw: 132.44
-0.14 -0.55 0.54 Quat Yaw: 132.23 Yaw: 132.12
0.00 -0.85 1.25 Quat Yaw: 132.49 Yaw: 132.44
1.02 -0.89 -0.09 Quat Yaw: 133.40 Yaw: 133.44
0.40 -0.04 -0.42 Quat Yaw: 134.51 Yaw: 134.56
-0.26 0.07 -1.12 Quat Yaw: 135.16 Yaw: 135.19
-0.51 0.33 -0.68 Quat Yaw: 135.30 Yaw: 135.25
-0.14 -0.28 1.91 Quat Yaw: 134.76 Yaw: 134.75
-0.06 -1.07 2.10 Quat Yaw: 133.37 Yaw: 133.37
0.25 -1.07 -0.28 Quat Yaw: 131.22 Yaw: 131.19
-0.34 -0.24 -1.70 Quat Yaw: 129.72 Yaw: 129.69
-0.52 -0.13 -1.89 Quat Yaw: 128.18 Yaw: 128.12
-0.22 0.08 0.21 Quat Yaw: 126.52 Yaw: 126.37
0.42 -0.36 2.38 Quat Yaw: 126.32 Yaw: 126.25
1.67 -0.84 0.43 Quat Yaw: 127.13 Yaw: 127.06
0.97 0.07 -0.81 Quat Yaw: 129.00 Yaw: 129.12
0.18 0.35 -1.40 Quat Yaw: 130.82 Yaw: 130.75
-0.19 0.39 -0.57 Quat Yaw: 131.97 Yaw: 131.87
0.55 -0.57 1.48 Quat Yaw: 132.37 Yaw: 132.25
-0.25 -1.25 1.74 Quat Yaw: 131.21 Yaw: 131.12
0.21 -1.02 -0.85 Quat Yaw: 128.67 Yaw: 128.56
-0.21 -0.30 -1.46 Quat Yaw: 126.89 Yaw: 126.81
-0.45 0.06 -1.59 Quat Yaw: 125.82 Yaw: 125.75
-0.44 -0.36 0.13 Quat Yaw: 125.01 Yaw: 124.87
0.38 -0.72 2.28 Quat Yaw: 125.57 Yaw: 125.50
0.84 -0.46 0.41 Quat Yaw: 127.43 Yaw: 127.44
0.48 -0.22 -0.88 Quat Yaw: 129.34 Yaw: 129.31
0.08 0.11 -1.33 Quat Yaw: 130.61 Yaw: 130.62
-0.13 0.10 -0.70 Quat Yaw: 131.26 Yaw: 131.19
0.28 -0.64 1.65 Quat Yaw: 131.38 Yaw: 131.31
-0.66 -1.25 1.96 Quat Yaw: 130.41 Yaw: 130.37
-0.10 -1.43 -0.35 Quat Yaw: 128.31 Yaw: 128.25
-0.76 -1.00 -1.27 Quat Yaw: 126.22 Yaw: 125.94
-0.84 -0.32 -1.68 Quat Yaw: 123.57 Yaw: 123.50
-0.29 -0.15 0.43 Quat Yaw: 122.06 Yaw: 122.00
0.38 -0.37 1.83 Quat Yaw: 122.06 Yaw: 122.00
