0.0,0.0,221.6,35.309488322,-80.742293322,221.604179721
0.0,0.0,221.6,35.3094882781,-80.7422931378,221.598035583
0.0,0.0,221.6,35.3094881738,-80.7422929926,221.581333854
0.0,0.0,221.6,35.3094880294,-80.7422928407,221.570675011
0.0,0.0,221.6,35.3094879176,-80.742292673,221.564733867
0.0,0.0,221.6,35.3094878286,-80.7422926028,221.553869025
0.0,0.0,221.6,35.3094877463,-80.7422925953,221.540002392
0.0,0.0,221.6,35.3094876295,-80.742292594,221.525948068
0.0,0.0,221.6,35.309487498,-80.7422926761,221.511753568
0.0,0.0,221.6,35.3094873958,-80.7422927233,221.513502632
0.0,0.0,221.6,35.3094873641,-80.7422926219,221.534506446
0.0,0.0,221.6,35.309487356,-80.7422925166,221.554778001
0.0,0.0,221.6,35.3094873827,-80.7422923425,221.578519377
0.0,0.0,221.6,35.3094874383,-80.742292159,221.58222827
35.3094766667,-80.7422933333,221.5,35.3094771424,-80.7422932583,221.522126
0.0,0.0,221.5,35.3094771438,-80.7422932548,221.520791944
0.0,0.0,221.5,35.3094771697,-80.7422932164,221.513755906
0.0,0.0,221.5,35.3094772345,-80.7422930922,221.508999469
0.0,0.0,221.5,35.3094772182,-80.7422930682,221.493682849
0.0,0.0,221.5,35.3094771828,-80.7422930454,221.482647662
0.0,0.0,221.5,35.3094771408,-80.7422930975,221.466807693
35.3094766667,-80.7422933333,221.5,35.3094767059,-80.7422933082,221.48709901
0.0,0.0,221.5,35.3094766939,-80.7422933337,221.484520101
0.0,0.0,221.5,35.3094766917,-80.74229331,221.495399625
0.0,0.0,221.5,35.3094766782,-80.7422932222,221.519816644
0.0,0.0,221.5,35.3094766203,-80.7422931241,221.53729561
0.0,0.0,221.5,35.3094766158,-80.7422929158,221.549883156
0.0,0.0,221.5,35.3094765757,-80.7422927106,221.545707976
0.0,0.0,221.5,35.3094764798,-80.7422925856,221.528725546
0.0,0.0,221.5,35.3094763696,-80.7422924717,221.522738875
0.0,0.0,221.5,35.3094762806,-80.7422923368,221.515100609
0.0,0.0,221.5,35.3094761948,-80.7422922864,221.488897174
0.0,0.0,221.5,35.3094761246,-80.7422922551,221.465769356
0.0,0.0,221.5,35.3094760276,-80.7422922632,221.446596819
0.0,0.0,221.5,35.3094759264,-80.7422922782,221.449933202
35.3094683333,-80.7422933333,221.5,35.3094686768,-80.7422932695,221.486069983
0.0,0.0,221.5,35.309468657,-80.7422932262,221.49517922
0.0,0.0,221.5,35.3094686342,-80.7422931188,221.51398259
0.0,0.0,221.5,35.3094686112,-80.7422931418,221.525194154
0.0,0.0,221.5,35.3094686733,-80.7422929568,221.544522839
0.0,0.0,221.5,35.3094687003,-80.7422929083,221.534123372
35.3094683333,-80.7422933333,221.5,35.3094683679,-80.7422932815,221.511122236
0.0,0.0,221.5,35.3094683677,-80.7422932813,221.508602845
0.0,0.0,221.5,35.3094683587,-80.7422932658,221.50113503
0.0,0.0,221.5,35.3094683038,-80.7422932533,221.488086666
0.0,0.0,221.5,35.3094682299,-80.7422932681,221.471795488
0.0,0.0,221.5,35.3094681658,-80.7422932826,221.46021391
0.0,0.0,221.5,35.3094681215,-80.7422933121,221.454658324
0.0,0.0,221.5,35.309468148,-80.7422932465,221.471491591
0.0,0.0,221.5,35.309468165,-80.7422930885,221.496140116
0.0,0.0,221.5,35.3094681538,-80.7422928772,221.517967261
0.0,0.0,221.5,35.309468118,-80.7422925268,221.540886927
0.0,0.0,221.5,35.3094680319,-80.7422922607,221.537223199
0.0,0.0,221.5,35.3094679084,-80.7422921698,221.514144031
0.0,0.0,221.5,35.3094678592,-80.7422921534,221.495200941
35.30946,-80.7422933333,221.5,35.3094603537,-80.7422932628,221.492374165
0.0,0.0,221.5,35.3094603501,-80.7422932647,221.490878153
0.0,0.0,221.5,35.309460314,-80.742293292,221.474433441
0.0,0.0,221.5,35.3094602438,-80.7422932732,221.463848773
0.0,0.0,221.5,35.3094601701,-80.7422932553,221.46422166
0.0,0.0,221.5,35.3094601299,-80.742293131,221.487540336
0.0,0.0,221.5,35.309460122,-80.7422930143,221.51350173
35.30946,-80.7422933333,221.5,35.3094600101,-80.7422932985,221.505511
0.0,0.0,221.5,35.3094600351,-80.7422932528,221.518827425
0.0,0.0,221.5,35.3094601221,-80.7422931274,221.518258188
0.0,0.0,221.5,35.3094601928,-80.7422930567,221.500321621
0.0,0.0,221.5,35.3094602442,-80.7422930522,221.48715154
0.0,0.0,221.5,35.3094602755,-80.7422930033,221.479486983
0.0,0.0,221.5,35.3094602596,-80.7422930113,221.463955371
0.0,0.0,221.5,35.3094602107,-80.7422929881,221.448922347
0.0,0.0,221.5,35.3094601462,-80.7422930013,221.440283427
0.0,0.0,221.5,35.3094601316,-80.7422929945,221.443031085
0.0,0.0,221.5,35.3094601606,-80.7422928762,221.461158758
0.0,0.0,221.5,35.3094601918,-80.742292684,221.484184696
0.0,0.0,221.5,35.3094601124,-80.7422925213,221.501981716
0.0,0.0,221.5,35.3094601276,-80.7422921498,221.521720524
0.0,0.0,221.5,35.309460071,-80.7422919429,221.510065001
35.3094483333,-80.7422933333,221.4,35.3094488317,-80.7422932529,221.428963051
0.0,0.0,221.4,35.3094488004,-80.7422932224,221.424470242
0.0,0.0,221.4,35.3094487223,-80.7422931539,221.403485786
0.0,0.0,221.4,35.3094486568,-80.7422931471,221.376008217
0.0,0.0,221.4,35.3094485799,-80.7422931887,221.345715135
0.0,0.0,221.4,35.3094485212,-80.7422931819,221.337935789
35.3094483333,-80.7422933333,221.4,35.3094483454,-80.7422933094,221.378610139
0.0,0.0,221.4,35.3094483392,-80.7422933047,221.379389241
0.0,0.0,221.4,35.3094483174,-80.7422932338,221.392657072
0.0,0.0,221.4,35.3094483049,-80.7422931263,221.421445266
0.0,0.0,221.4,35.309448329,-80.7422930552,221.444384551
0.0,0.0,221.4,35.3094483833,-80.7422929799,221.444796274
0.0,0.0,221.4,35.3094484252,-80.742292972,221.430060124
0.0,0.0,221.4,35.3094484592,-80.7422930034,221.420406314
0.0,0.0,221.4,35.3094484862,-80.7422929978,221.415153714
0.0,0.0,221.4,35.3094484874,-80.742292988,221.402215675
0.0,0.0,221.4,35.3094484562,-80.7422929921,221.380982668
0.0,0.0,221.4,35.3094484113,-80.7422930074,221.367448427
0.0,0.0,221.4,35.3094483808,-80.7422930011,221.365750909
0.0,0.0,221.4,35.3094484048,-80.7422929235,221.376782625
0.0,0.0,221.4,35.3094484344,-80.742292716,221.40255691
35.3094366667,-80.742285,221.4,35.3094371641,-80.7422854322,221.403850102
0.0,0.0,221.4,35.3094371613,-80.7422854279,221.404270789
0.0,0.0,221.4,35.3094371569,-80.7422851486,221.429095477
0.0,0.0,221.4,35.3094371066,-80.7422849217,221.430785778
0.0,0.0,221.4,35.3094369767,-80.7422848261,221.411089892
0.0,0.0,221.4,35.3094368788,-80.7422847496,221.392572666
0.0,0.0,221.4,35.309436825,-80.7422847284,221.365448261
35.3094366667,-80.742285,221.4,35.3094366795,-80.7422849706,221.38644256
0.0,0.0,221.4,35.3094366476,-80.7422850087,221.369084571
0.0,0.0,221.4,35.309436577,-80.7422850344,221.358120054
0.0,0.0,221.4,35.309436511,-80.7422850075,221.361979796
0.0,0.0,221.4,35.3094364739,-80.7422849098,221.378763741
0.0,0.0,221.4,35.3094364532,-80.7422847822,221.401262496
0.0,0.0,221.4,35.3094364307,-80.7422847271,221.422986472
0.0,0.0,221.4,35.3094364528,-80.742284605,221.437143772
0.0,0.0,221.4,35.3094365209,-80.7422845002,221.430009458
0.0,0.0,221.4,35.3094365777,-80.7422844757,221.417511996
0.0,0.0,221.4,35.3094366229,-80.7422844204,221.407034434
0.0,0.0,221.4,35.3094365935,-80.7422844069,221.387550409
0.0,0.0,221.4,35.3094365563,-80.7422843956,221.371847637
0.0,0.0,221.4,35.3094365046,-80.7422844038,221.357795844
35.3094233333,-80.7422766667,221.4,35.3094239293,-80.7422771349,221.387391654
0.0,0.0,221.4,35.3094239151,-80.7422771543,221.385360971
0.0,0.0,221.4,35.3094239126,-80.7422771111,221.400050207
0.0,0.0,221.4,35.3094239284,-80.7422769484,221.424546532
0.0,0.0,221.4,35.3094238519,-80.7422768317,221.436123461
0.0,0.0,221.4,35.3094238203,-80.7422766011,221.456484709
35.3094233333,-80.7422766667,221.4,35.3094233737,-80.7422766325,221.424339175
0.0,0.0,221.4,35.3094233713,-80.7422766238,221.424550785
0.0,0.0,221.4,35.3094232858,-80.7422765558,221.414565407
0.0,0.0,221.4,35.3094232393,-80.7422764678,221.400446105
0.0,0.0,221.4,35.3094232101,-80.7422764352,221.377547993
0.0,0.0,221.4,35.3094231545,-80.7422764592,221.346377331
0.0,0.0,221.4,35.3094230701,-80.742276476,221.327361146
0.0,0.0,221.4,35.3094229423,-80.7422764936,221.320812172
0.0,0.0,221.4,35.3094228401,-80.7422764149,221.334679204
0.0,0.0,221.4,35.3094227645,-80.742276279,221.36113116
0.0,0.0,221.4,35.309422735,-80.7422762358,221.378067787
0.0,0.0,221.4,35.3094227662,-80.7422760986,221.398755809
0.0,0.0,221.4,35.3094228092,-80.7422760191,221.394122851
0.0,0.0,221.4,35.3094228329,-80.7422760056,221.38232323
0.0,0.0,221.4,35.3094228642,-80.7422760032,221.372548926
0.0,0.0,221.4,35.3094228601,-80.7422760018,221.358352475
35.3094116667,-80.7422766667,221.4,35.3094121154,-80.742276631,221.388965337
0.0,0.0,221.4,35.3094120854,-80.742276633,221.374768737
0.0,0.0,221.4,35.3094120292,-80.7422766437,221.358801468
0.0,0.0,221.4,35.3094119673,-80.7422767056,221.344745949
0.0,0.0,221.4,35.3094119547,-80.7422767148,221.351738686
0.0,0.0,221.4,35.3094119661,-80.7422766108,221.37796995
35.3094116667,-80.7422766667,221.4,35.3094116951,-80.7422766582,221.392493897
0.0,0.0,221.4,35.3094116873,-80.7422765927,221.402870051
0.0,0.0,221.4,35.3094116457,-80.7422764121,221.424484862
0.0,0.0,221.4,35.3094115841,-80.7422762011,221.425753125
0.0,0.0,221.4,35.3094114704,-80.7422760725,221.412004499
0.0,0.0,221.4,35.3094113717,-80.7422760226,221.400392852
